cls,xcen,ycen,w,h,name
0,0.192740,0.404625,0.364663,0.711062,000000000113.txt
0,0.910325,0.413461,0.179351,0.512891,000000000113.txt
0,0.591178,0.371906,0.470192,0.604500,000000000113.txt
0,0.485240,0.499461,0.417563,0.978391,000000000241.txt
0,0.217229,0.683711,0.428458,0.543828,000000000241.txt
0,0.727677,0.611930,0.223229,0.401797,000000000241.txt
0,0.047031,0.741297,0.094062,0.317781,000000000241.txt
0,0.911990,0.707867,0.176021,0.359547,000000000241.txt
0,0.594594,0.519141,0.810813,0.961719,000000000370.txt
0,0.835070,0.841042,0.083547,0.169333,000000000382.txt
0,0.523391,0.613483,0.676125,0.750552,000000000395.txt
0,0.063133,0.597897,0.126266,0.480897,000000000395.txt
0,0.184836,0.643534,0.128984,0.352862,000000000395.txt
0,0.902508,0.672655,0.194984,0.654690,000000000395.txt
0,0.200016,0.441362,0.060719,0.080862,000000000395.txt
0,0.284094,0.507862,0.128312,0.188759,000000000395.txt
0,0.670172,0.427164,0.051469,0.182707,000000000395.txt
0,0.704500,0.453991,0.068594,0.195086,000000000395.txt
0,0.296867,0.630474,0.094359,0.115466,000000000395.txt
0,0.123273,0.479983,0.075609,0.218862,000000000395.txt
0,0.755555,0.513638,0.110609,0.154586,000000000395.txt
0,0.363117,0.497057,0.245766,0.649023,000000000431.txt
0,0.451896,0.597008,0.588333,0.805984,000000000446.txt
0,0.504429,0.514610,0.988619,0.858420,000000000474.txt
0,0.515203,0.582208,0.236500,0.621625,000000000510.txt
0,0.390039,0.677031,0.023766,0.071396,000000000520.txt
0,0.721891,0.679969,0.027906,0.039313,000000000520.txt
0,0.800156,0.688458,0.012656,0.028542,000000000520.txt
0,0.455234,0.651458,0.069562,0.325542,000000000532.txt
0,0.229922,0.646854,0.071344,0.237542,000000000532.txt
0,0.359898,0.462552,0.028109,0.038312,000000000532.txt
0,0.250852,0.471458,0.019172,0.040958,000000000532.txt
0,0.912320,0.560888,0.017484,0.030561,000000000641.txt
0,0.896828,0.603061,0.027281,0.080327,000000000641.txt
0,0.940219,0.559556,0.015219,0.030888,000000000641.txt
0,0.873758,0.567886,0.010984,0.053388,000000000641.txt
0,0.728437,0.557897,0.007875,0.061495,000000000641.txt
0,0.953398,0.558680,0.011141,0.033762,000000000641.txt
0,0.065008,0.511799,0.045922,0.053738,000000000641.txt
0,0.021906,0.517243,0.031875,0.053645,000000000641.txt
0,0.004938,0.538411,0.009875,0.044252,000000000641.txt
0,0.665813,0.594595,0.032156,0.146389,000000000722.txt
0,0.171430,0.695908,0.092391,0.302407,000000000722.txt
0,0.307430,0.703042,0.100578,0.288490,000000000722.txt
0,0.704523,0.597593,0.038422,0.135974,000000000722.txt
0,0.729891,0.599387,0.024094,0.116411,000000000722.txt
0,0.759672,0.599551,0.030687,0.119497,000000000722.txt
0,0.913273,0.607057,0.024328,0.103479,000000000722.txt
0,0.630617,0.596357,0.034234,0.127112,000000000722.txt
0,0.766711,0.581630,0.024953,0.106805,000000000722.txt
0,0.401523,0.539475,0.019828,0.041094,000000000722.txt
0,0.045477,0.337210,0.016703,0.066674,000000000722.txt
0,0.235125,0.327801,0.015844,0.059453,000000000722.txt
0,0.619531,0.637101,0.042000,0.057221,000000000722.txt
0,0.407031,0.328069,0.152469,0.286137,000000000790.txt
0,0.163570,0.579242,0.303422,0.633128,000000000790.txt
0,0.628320,0.451931,0.226172,0.428791,000000000790.txt
0,0.830172,0.658815,0.306031,0.682370,000000000790.txt
0,0.574413,0.770172,0.069870,0.166969,000000000901.txt
0,0.618402,0.711891,0.043326,0.065594,000000000901.txt
0,0.504283,0.764445,0.077391,0.179172,000000000901.txt
0,0.310750,0.764523,0.061587,0.170641,000000000901.txt
0,0.428554,0.756680,0.074630,0.161422,000000000901.txt
0,0.219717,0.759625,0.058304,0.149906,000000000901.txt
0,0.740793,0.694281,0.047500,0.047719,000000000901.txt
0,0.075663,0.758406,0.061761,0.165344,000000000901.txt
0,0.399935,0.785641,0.081304,0.189437,000000000901.txt
0,0.264739,0.733609,0.050870,0.114562,000000000901.txt
0,0.362261,0.794219,0.097478,0.258313,000000000901.txt
0,0.478279,0.620227,0.835293,0.755047,000000000962.txt
0,0.451580,0.646789,0.073774,0.111703,000000001102.txt
0,0.696688,0.310574,0.311469,0.349183,000000001108.txt
0,0.197102,0.534521,0.324047,0.904250,000000001183.txt
0,0.443711,0.511858,0.718047,0.889387,000000001237.txt
0,0.151211,0.252126,0.225453,0.231456,000000001237.txt
0,0.734063,0.222452,0.261188,0.444904,000000001237.txt
0,0.933469,0.380891,0.133063,0.235958,000000001237.txt
0,0.025008,0.310268,0.049234,0.078123,000000001237.txt
0,0.077336,0.298123,0.049078,0.050153,000000001237.txt
0,0.044492,0.343716,0.084734,0.412989,000000001237.txt
0,0.892953,0.570134,0.213969,0.277931,000000001237.txt
0,0.565813,0.485537,0.867125,0.970794,000000001298.txt
0,0.644758,0.199813,0.137953,0.390140,000000001298.txt
0,0.812954,0.321300,0.374093,0.320633,000000001319.txt
0,0.754867,0.880521,0.356484,0.238958,000000001342.txt
0,0.668583,0.760680,0.205457,0.388766,000000001359.txt
0,0.726961,0.593260,0.285392,0.750572,000000001360.txt
0,0.441461,0.662886,0.390734,0.652734,000000001375.txt
0,0.529229,0.588180,0.409065,0.554859,000000001407.txt
0,0.626752,0.120773,0.325888,0.241547,000000001407.txt
0,0.426764,0.114227,0.275537,0.215734,000000001407.txt
0,0.578435,0.070320,0.153178,0.137859,000000001407.txt
0,0.459273,0.420526,0.044047,0.138201,000000001451.txt
0,0.068500,0.125458,0.137000,0.203875,000000001536.txt
0,0.280920,0.555194,0.273400,0.863224,000000001569.txt
0,0.348730,0.620194,0.296300,0.756925,000000001569.txt
0,0.190560,0.489618,0.380920,0.183150,000000001596.txt
0,0.423040,0.538200,0.576400,0.914587,000000001895.txt
0,0.396117,0.825855,0.025047,0.044357,000000001924.txt
0,0.422172,0.822721,0.018000,0.034779,000000001924.txt
0,0.439227,0.823244,0.017953,0.039761,000000001924.txt
0,0.368242,0.532656,0.341203,0.770271,000000001966.txt
0,0.416023,0.091479,0.223078,0.171125,000000001966.txt
0,0.121930,0.067531,0.101547,0.135063,000000001966.txt
0,0.438758,0.353388,0.163047,0.609365,000000002056.txt
0,0.297792,0.630664,0.433833,0.388172,000000002135.txt
0,0.635969,0.659031,0.227187,0.388813,000000002135.txt
0,0.275760,0.542453,0.121354,0.135250,000000002135.txt
0,0.080917,0.535906,0.051833,0.060969,000000002135.txt
0,0.036854,0.550828,0.073708,0.098062,000000002135.txt
0,0.533677,0.537531,0.032104,0.036562,000000002135.txt
0,0.492500,0.565234,0.037542,0.046812,000000002135.txt
0,0.572958,0.567758,0.064083,0.068078,000000002135.txt
0,0.712729,0.708305,0.574542,0.555047,000000002135.txt
0,0.469302,0.553070,0.031563,0.061859,000000002135.txt
0,0.575609,0.587073,0.038062,0.066838,000000002171.txt
0,0.325656,0.616347,0.165000,0.156909,000000002171.txt
0,0.423148,0.543794,0.090141,0.136956,000000002171.txt
0,0.671406,0.746125,0.035187,0.125292,000000002258.txt
0,0.375481,0.229453,0.256033,0.174625,000000002278.txt
0,0.362078,0.534836,0.262375,0.930328,000000002400.txt
0,0.134227,0.602000,0.218109,0.724833,000000002415.txt
0,0.250078,0.335187,0.052750,0.130375,000000002415.txt
0,0.329797,0.498667,0.166531,0.469667,000000002415.txt
0,0.456625,0.500052,0.158906,0.478021,000000002415.txt
0,0.015133,0.505823,0.030266,0.457396,000000002415.txt
0,0.204469,0.360406,0.133406,0.236854,000000002415.txt
0,0.552508,0.500000,0.352766,1.000000,000000002525.txt
0,0.714648,0.429251,0.061859,0.234005,000000002525.txt
0,0.756875,0.378279,0.044938,0.102178,000000002525.txt
0,0.585482,0.411240,0.825783,0.597760,000000002583.txt
0,0.365070,0.433065,0.178984,0.757646,000000002658.txt
0,0.492219,0.520396,0.290063,0.926014,000000002658.txt
0,0.861516,0.521189,0.276969,0.813800,000000002658.txt
0,0.624375,0.338205,0.119000,0.519114,000000002658.txt
0,0.192648,0.223800,0.095328,0.261166,000000002658.txt
0,0.846664,0.200431,0.047078,0.140909,000000002658.txt
0,0.140094,0.562249,0.253063,0.847203,000000002658.txt
0,0.873227,0.569103,0.253547,0.832145,000000002658.txt
0,0.331820,0.166156,0.052359,0.133344,000000002686.txt
0,0.515445,0.177805,0.215953,0.286984,000000002686.txt
0,0.041797,0.183891,0.083594,0.219219,000000002686.txt
0,0.966789,0.824164,0.066422,0.228885,000000002687.txt
0,0.311320,0.777539,0.032891,0.166285,000000002687.txt
0,0.521258,0.760232,0.012016,0.047276,000000002687.txt
0,0.411000,0.806130,0.025656,0.077523,000000002687.txt
0,0.254500,0.707601,0.023781,0.059659,000000002687.txt
0,0.328367,0.709319,0.014797,0.033746,000000002687.txt
0,0.402891,0.768328,0.011125,0.047121,000000002687.txt
0,0.913797,0.819969,0.053594,0.145077,000000002687.txt
0,0.789609,0.837083,0.224156,0.114583,000000002693.txt
0,0.778641,0.538208,0.222469,0.653917,000000002693.txt
0,0.328922,0.847750,0.236906,0.304500,000000002693.txt
0,0.665750,0.520625,0.146250,0.596833,000000002693.txt
0,0.090930,0.542094,0.181859,0.285396,000000002754.txt
0,0.870364,0.820703,0.160429,0.270813,000000002774.txt
0,0.968209,0.817977,0.038993,0.090109,000000002774.txt
0,0.680641,0.268635,0.017094,0.027604,000000002860.txt
0,0.667555,0.259406,0.014328,0.021354,000000002860.txt
0,0.594273,0.246031,0.009828,0.015063,000000002860.txt
0,0.426773,0.456624,0.165484,0.572687,000000002867.txt
0,0.243508,0.579848,0.169141,0.780304,000000002867.txt
0,0.807148,0.594614,0.220422,0.781145,000000002867.txt
0,0.586867,0.421589,0.207391,0.455280,000000002867.txt
0,0.498489,0.390664,0.996979,0.781328,000000002992.txt
0,0.521594,0.103135,0.511875,0.194396,000000003001.txt
0,0.244547,0.367239,0.095562,0.295742,000000003125.txt
0,0.792977,0.413777,0.085891,0.170522,000000003125.txt
0,0.938695,0.607845,0.067828,0.136300,000000003160.txt
0,0.864211,0.603478,0.041641,0.093981,000000003160.txt
0,0.535375,0.567447,0.055094,0.107073,000000003160.txt
0,0.985727,0.625199,0.026266,0.080656,000000003160.txt
0,0.651602,0.615433,0.136109,0.263372,000000003160.txt
0,0.612664,0.659194,0.241203,0.322876,000000003197.txt
0,0.607625,0.322867,0.134531,0.484297,000000003209.txt
0,0.118008,0.459633,0.100359,0.321766,000000003209.txt
0,0.032508,0.476680,0.060547,0.327359,000000003209.txt
0,0.337383,0.383977,0.063641,0.099922,000000003209.txt
0,0.393227,0.663261,0.137234,0.566359,000000003236.txt
0,0.530422,0.739321,0.156344,0.323587,000000003236.txt
0,0.109836,0.784266,0.191234,0.355054,000000003236.txt
0,0.432352,0.899226,0.180734,0.201549,000000003236.txt
0,0.609648,0.709579,0.116328,0.354049,000000003236.txt
0,0.876336,0.826128,0.122266,0.347745,000000003236.txt
0,0.842109,0.733329,0.124594,0.443342,000000003236.txt
0,0.264586,0.888424,0.165891,0.221576,000000003236.txt
0,0.423262,0.597453,0.278281,0.567031,000000003293.txt
0,0.760762,0.589375,0.268555,0.531937,000000003293.txt
0,0.087250,0.542885,0.167781,0.648771,000000003325.txt
0,0.481703,0.443688,0.078500,0.104667,000000003325.txt
0,0.840906,0.582740,0.204469,0.543729,000000003325.txt
0,0.381031,0.506937,0.126844,0.201750,000000003326.txt
0,0.712922,0.498500,0.192125,0.328083,000000003326.txt
0,0.315114,0.346577,0.475294,0.417304,000000003432.txt
0,0.539620,0.554550,0.293000,0.620931,000000003488.txt
0,0.328867,0.740300,0.070276,0.086280,000000003493.txt
0,0.628453,0.557788,0.039188,0.095388,000000003602.txt
0,0.334375,0.533847,0.013219,0.051882,000000003602.txt
0,0.580977,0.665164,0.385328,0.638197,000000003637.txt
0,0.768391,0.525843,0.103438,0.462927,000000003637.txt
0,0.035805,0.249485,0.071609,0.271382,000000003637.txt
0,0.622008,0.341230,0.053578,0.083255,000000003637.txt
0,0.342211,0.390691,0.088297,0.150984,000000003735.txt
0,0.935719,0.180375,0.113604,0.347531,000000003751.txt
0,0.753727,0.066719,0.146703,0.132229,000000003779.txt
0,0.349109,0.550047,0.042625,0.068879,000000003793.txt
0,0.672414,0.527535,0.060141,0.146472,000000003793.txt
0,0.517894,0.576836,0.246518,0.466578,000000004020.txt
0,0.457730,0.590291,0.133780,0.347090,000000004069.txt
0,0.689310,0.628690,0.137900,0.343624,000000004069.txt
0,0.527338,0.504906,0.681973,0.792031,000000004131.txt
0,0.946095,0.137336,0.107811,0.273922,000000004131.txt
0,0.816676,0.136008,0.129622,0.272016,000000004131.txt
0,0.380969,0.602947,0.245656,0.724349,000000004243.txt
0,0.644594,0.221545,0.067781,0.108212,000000004243.txt
0,0.596789,0.280493,0.054422,0.252254,000000004359.txt
0,0.467914,0.285835,0.028797,0.216901,000000004359.txt
0,0.165359,0.557928,0.277469,0.775292,000000004359.txt
0,0.437141,0.308541,0.080250,0.264205,000000004359.txt
0,0.641297,0.280453,0.051656,0.271932,000000004359.txt
0,0.496719,0.216539,0.034219,0.134406,000000004359.txt
0,0.515672,0.308984,0.075031,0.262918,000000004359.txt
0,0.402781,0.286328,0.044875,0.265010,000000004359.txt
0,0.585586,0.168109,0.024359,0.060201,000000004359.txt
0,0.634016,0.171740,0.028813,0.065654,000000004359.txt
0,0.474289,0.184004,0.020672,0.034125,000000004359.txt
0,0.570156,0.279970,0.038594,0.237485,000000004359.txt
0,0.548156,0.275513,0.028250,0.235252,000000004359.txt
0,0.297523,0.029942,0.026203,0.053388,000000004360.txt
0,0.303812,0.029965,0.019844,0.049650,000000004360.txt
0,0.622742,0.761281,0.754516,0.444687,000000004385.txt
0,0.477751,0.519102,0.896416,0.939328,000000004424.txt
0,0.180555,0.714683,0.005328,0.020258,000000004478.txt
0,0.318141,0.690998,0.007906,0.024812,000000004478.txt
0,0.235375,0.698474,0.006531,0.022958,000000004478.txt
0,0.244969,0.706925,0.007719,0.030188,000000004478.txt
0,0.128773,0.699683,0.004203,0.020962,000000004478.txt
0,0.379594,0.688556,0.005687,0.022887,000000004478.txt
0,0.065719,0.708638,0.006438,0.021221,000000004478.txt
0,0.191492,0.694742,0.006734,0.025258,000000004478.txt
0,0.207289,0.714800,0.005672,0.018850,000000004478.txt
0,0.227383,0.699484,0.008672,0.025493,000000004478.txt
0,0.153305,0.700939,0.006141,0.017559,000000004478.txt
0,0.213992,0.717676,0.004859,0.015352,000000004478.txt
0,0.215328,0.690059,0.007281,0.021526,000000004478.txt
0,0.629797,0.560375,0.165906,0.345375,000000004578.txt
0,0.568875,0.336573,0.345406,0.426979,000000004587.txt
0,0.500281,0.281417,0.181531,0.362750,000000004587.txt
0,0.168859,0.500000,0.337719,1.000000,000000004587.txt
0,0.163523,0.327729,0.117391,0.266792,000000004587.txt
0,0.310187,0.315198,0.118313,0.274354,000000004587.txt
0,0.179352,0.369781,0.064578,0.138187,000000004587.txt
0,0.244844,0.298667,0.021656,0.050750,000000004587.txt
0,0.220367,0.329490,0.022953,0.036104,000000004587.txt
0,0.873516,0.508865,0.250125,0.466896,000000004587.txt
0,0.239422,0.362906,0.028469,0.058354,000000004587.txt
0,0.152898,0.540469,0.148984,0.301396,000000004662.txt
0,0.465461,0.489729,0.222203,0.440625,000000004662.txt
0,0.037164,0.531531,0.070953,0.479729,000000004662.txt
0,0.749696,0.244477,0.256956,0.221172,000000004716.txt
0,0.567541,0.030484,0.149649,0.060969,000000004716.txt
0,0.171897,0.982313,0.070304,0.035375,000000004716.txt
0,0.439379,0.557539,0.204379,0.310141,000000004716.txt
0,0.750242,0.224451,0.211797,0.448846,000000004764.txt
0,0.438690,0.466639,0.103300,0.253661,000000005016.txt
0,0.843440,0.486749,0.121960,0.130820,000000005016.txt
0,0.125440,0.359317,0.070440,0.042404,000000005016.txt
0,0.156742,0.265167,0.222484,0.530333,000000005018.txt
0,0.100914,0.373990,0.201828,0.696021,000000005018.txt
0,0.956375,0.182500,0.087250,0.361167,000000005018.txt
0,0.462836,0.439188,0.256766,0.781542,000000005032.txt
0,0.618234,0.527438,0.257969,0.883625,000000005032.txt
0,0.549375,0.557000,0.404625,0.862292,000000005083.txt
0,0.213461,0.542854,0.189547,0.575833,000000005083.txt
0,0.653695,0.498323,0.034297,0.050854,000000005083.txt
0,0.089781,0.481021,0.019156,0.068125,000000005083.txt
0,0.132508,0.475948,0.016297,0.082687,000000005083.txt
0,0.116086,0.477188,0.025828,0.084333,000000005083.txt
0,0.992625,0.487833,0.013250,0.027917,000000005083.txt
0,0.351898,0.581302,0.223016,0.836313,000000005083.txt
0,0.330578,0.486365,0.020438,0.099396,000000005083.txt
0,0.210078,0.702728,0.420156,0.594543,000000005131.txt
0,0.515008,0.810117,0.169422,0.379766,000000005131.txt
0,0.824133,0.740703,0.073734,0.219485,000000005131.txt
0,0.434797,0.789204,0.245875,0.393255,000000005131.txt
0,0.629805,0.706112,0.056828,0.118642,000000005131.txt
0,0.960141,0.763115,0.047313,0.188618,000000005131.txt
0,0.787539,0.830234,0.131172,0.339532,000000005131.txt
0,0.290563,0.733033,0.070187,0.120023,000000005131.txt
0,0.586898,0.746417,0.080078,0.121311,000000005131.txt
0,0.745422,0.636276,0.061281,0.074379,000000005131.txt
0,0.690078,0.798372,0.163219,0.403255,000000005131.txt
0,0.059508,0.735035,0.119016,0.407869,000000005131.txt
0,0.880367,0.790468,0.042266,0.244684,000000005131.txt
0,0.667760,0.527950,0.641240,0.528417,000000005225.txt
0,0.385469,0.528290,0.473844,0.917052,000000005247.txt
0,0.715875,0.510259,0.124625,0.516840,000000005247.txt
0,0.570625,0.273802,0.858750,0.542604,000000005303.txt
0,0.077266,0.254677,0.146625,0.215729,000000005303.txt
0,0.402672,0.694895,0.130062,0.493021,000000005356.txt
0,0.958328,0.700000,0.076250,0.558454,000000005356.txt
0,0.434305,0.440219,0.120547,0.238021,000000005376.txt
0,0.562852,0.279781,0.046047,0.099187,000000005376.txt
0,0.287852,0.349292,0.068016,0.221833,000000005376.txt
0,0.841898,0.320135,0.034422,0.061187,000000005376.txt
